4130, "2016/1/3 10:17:43", 24.27
4140, "2016/1/3 10:29:6", 24.38
4150, "2016/1/3 10:40:30", 24.38
4160, "2003/11/26 2:31:15", 24.41
4170, "2016/1/3 11:3:16", 24.38
4180, "2016/1/3 11:14:39", 24.38
4190, "2016/1/255 255:255:255", nan
4200, "2016/1/3 11:37:25", 24.38
4210, "2016/1/3 11:48:48", 24.38
4220, "2016/1/3 12:26:235", 24.41
4230, "2016/1/3 12:11:35", 24.49
4240, "2016/1/3 12:22:58", 24.49
4250, "2016/1/3 12:34:21", nan
4260, "2016/1/3 12:45:44", 24.49
4270, "2016/1/3 12:57:7", 24.49
4280, "2016/1/3 13:8:30", 24.49
4290, "2016/1/3 13:19:54", 24.49
4300, "2016/1/3 13:31:17", 24.49
4310, "2016/1/3 13:42:40", 24.49
4320, "2016/1/3 13:54:3", 24.49
4330, "2016/1/3 14:5:26", 24.49
4340, "2016/1/3 14:16:49", 24.49
4350, "2016/1/2 22:30:81", 24.41
4360, "2016/1/3 14:39:36", 24.49
4370, "2016/1/3 14:50:59", 24.49
4380, "2016/1/3 15:255:255", nan
4390, "2016/1/3 15:13:45", 24.38
4400, "2016/1/3 15:25:8", 24.38
4410, "2016/1/3 15:36:31", 24.41
4420, "2016/1/3 15:47:55", 24.38
4430, "2016/1/3 15:59:18", 24.38
4440, "2016/1/3 16:10:41", nan
4450, "2016/1/3 16:22:4", 24.32
4460, "2016/1/3 16:33:27", 24.27
4470, "2016/1/3 16:44:50", 24.27
4480, "2003/17/30 22:40:175", 24.28
4490, "2016/1/3 17:7:36", 24.27
4500, "2016/1/3 17:18:59", 24.27
4510, "2016/1/255 255:255:255", nan
4520, "2016/1/3 17:41:46", 24.17
4530, "2016/1/3 17:53:9", 24.17
4540, "2016/1/3 18:48:123", 24.16
4550, "2016/1/3 18:15:55", 24.17
4560, "2016/1/3 18:27:18", 24.08
4570, "2016/1/3 18:38:41", nan
4580, "2016/1/3 18:50:4", 24.06
4590, "2016/1/3 19:1:27", 24.06
4600, "2016/1/3 19:12:50", 24.05
4610, "2016/1/3 19:24:13", 23.95
4620, "2016/1/3 19:35:36", 23.95
4630, "2016/1/3 19:46:59", 23.95
4640, "2016/1/3 19:58:22", 23.95
4650, "2016/1/3 20:9:45", 23.95
4660, "2016/1/3 20:21:8", 23.95
4670, "2016/1/6 40:59:195", 23.78
4680, "2016/1/3 20:43:54", 23.85
4690, "2016/1/3 20:55:17", 23.85
4700, "2016/1/3 21:255:255", nan
4710, "2016/1/3 21:18:2", 23.85
4720, "2016/1/3 21:29:25", 23.74
4730, "2016/1/3 21:40:48", 23.66
4740, "2016/1/3 21:52:11", 23.74
4750, "2016/1/3 22:3:34", 23.74
4760, "2016/1/3 22:14:57", nan
4770, "2016/1/3 22:26:20", 23.63
4780, "2016/1/3 22:37:43", 23.63
4790, "2016/1/3 22:49:6", 23.63
4800, "2003/23/34 37:75:47", 23.66
4810, "2016/1/3 23:11:51", 23.52
4820, "2016/1/3 23:23:14", 23.52
4830, "2016/1/255 255:255:255", nan
4840, "2016/1/3 23:46:0", 23.52
4850, "2016/1/3 23:57:22", 23.52
4860, "2016/1/4 0:81:83", 23.41
4870, "2016/1/4 0:20:8", 23.42
4880, "2016/1/4 0:31:31", 23.42
4890, "2016/1/4 0:42:54", nan
4900, "2016/1/4 0:54:16", 23.42
4910, "2016/1/4 1:5:39", 23.35
4920, "2016/1/4 1:17:2", 23.31
4930, "2016/1/4 1:28:25", 23.31
4940, "2016/1/4 1:39:48", 23.31
4950, "2016/1/4 1:51:10", 23.23
4960, "2016/1/4 2:2:33", 23.28
4970, "2016/1/4 2:13:56", 23.20
4980, "2016/1/4 2:25:18", 23.20
4990, "2016/1/10 49:97:191", 23.16
5000, "2016/1/4 2:48:4", 23.20
5010, "2016/1/4 2:59:27", 23.20
5020, "2016/1/4 3:255:255", nan
5030, "2016/1/4 3:22:12", 23.09
5040, "2016/1/4 3:33:35", 23.09
5050, "2016/1/4 3:44:57", 23.03
5060, "2016/1/4 3:56:20", 23.09
5070, "2016/1/4 4:7:43", 23.09
5080, "2016/1/4 4:19:5", nan
5090, "2016/1/4 4:30:28", 23.20
5100, "2016/1/4 4:41:51", 23.20
5110, "2016/1/4 4:53:14", 23.22
5120, "2004/5/38 45:81:83", 23.28
5130, "2016/1/4 5:15:59", 23.31
5140, "2016/1/4 5:27:22", 23.42
5150, "2016/1/255 255:255:255", nan
5160, "2016/1/4 5:50:7", 23.42
5170, "2016/1/4 6:1:30", 23.50
5180, "2016/1/4 6:70:11", 23.53
5190, "2016/1/4 6:24:16", 23.52
5200, "2016/1/4 6:35:39", 23.63
5210, "2016/1/4 6:47:2", nan
5220, "2016/1/4 6:58:24", 23.74
5230, "2016/1/4 7:9:47", 23.74
5240, "2016/1/4 7:21:10", 23.74
5250, "2016/1/4 7:32:33", 23.74
5260, "2016/1/4 7:43:56", 23.78
5270, "2016/1/4 7:55:19", 23.85
5280, "2016/1/4 8:6:42", 23.85
5290, "2016/1/4 8:18:5", 23.85
5300, "2016/1/4 8:29:28", 23.85
5310, "2016/1/15 0:53:159", 23.78
5320, "2016/1/4 8:52:14", 23.95
5330, "2016/1/4 9:3:37", 23.95
5340, "2016/1/4 9:255:255", nan
5350, "2016/1/4 9:26:23", 23.95
5360, "2016/1/4 9:37:46", 23.95
5370, "2016/1/4 9:49:9", 23.91
5380, "2016/1/4 10:0:32", 23.95
5390, "2016/1/4 10:11:54", 23.95
5400, "2016/1/4 10:23:17", nan
5410, "2016/1/4 10:34:40", 24.06
5420, "2016/1/4 10:46:3", 24.05
5430, "2016/1/4 10:57:26", 23.97
5440, "2004/11/42 58:48:123", 24.03
5450, "2016/1/4 11:20:12", 24.06
5460, "2016/1/4 11:31:35", 24.06
5470, "2016/1/255 255:255:255", nan
5480, "2016/1/4 11:54:21", 24.06
5490, "2016/1/4 12:5:44", 24.06
5500, "2016/1/4 12:48:123", 24.03
5510, "2016/1/4 12:28:30", 24.06
5520, "2016/1/4 12:39:53", 24.06
5530, "2016/1/4 12:51:16", nan
5540, "2016/1/4 13:2:40", 24.06
5550, "2016/1/4 13:14:3", 24.06
5560, "2016/1/4 13:25:26", 24.17
5570, "2016/1/4 13:36:49", 24.15
5580, "2016/1/4 13:48:12", 24.17
5590, "2016/1/4 13:59:35", 24.17
5600, "2016/1/4 14:10:58", 24.17
5610, "2016/1/4 14:22:21", 24.15
5620, "2016/1/4 14:33:44", 24.15
5630, "2016/1/19 16:48:123", 24.03
5640, "2016/1/4 14:56:30", 24.06
5650, "2016/1/4 15:7:53", 24.06
5660, "2016/1/4 15:255:255", nan
5670, "2016/1/4 15:30:39", 24.06
5680, "2016/1/4 15:42:2", 24.06
5690, "2016/1/4 15:53:25", 24.03
5700, "2016/1/4 16:4:48", 24.06
5710, "2016/1/4 16:16:11", 24.06
5720, "2016/1/4 16:27:34", nan
5730, "2016/1/4 16:38:57", 24.06
5740, "2016/1/4 16:50:20", 24.06
5750, "2016/1/4 17:1:43", 23.95
5760, "2004/17/47 15:64:231", 23.91
5770, "2016/1/4 17:24:29", 23.85
5780, "2016/1/4 17:35:52", 23.85
5790, "2016/1/255 255:255:255", nan
5800, "2016/1/4 17:58:38", 23.74
5810, "2016/1/4 18:10:1", 23.74
5820, "2016/1/4 18:75:47", 23.66
5830, "2016/1/4 18:32:47", 23.63
5840, "2016/1/4 18:44:10", 23.63
5850, "2016/1/4 18:55:32", nan
5860, "2016/1/4 19:6:55", 23.42
5870, "2016/1/4 19:18:18", 23.31
5880, "2016/1/4 19:29:41", 23.31
5890, "2016/1/4 19:41:3", 23.20
5900, "2016/1/4 19:52:26", 23.09
5910, "2016/1/4 20:3:49", 22.99
5920, "2016/1/4 20:15:11", 22.88
5930, "2016/1/4 20:26:34", 22.88
5940, "2016/1/4 20:37:57", 23.07
5950, "2016/1/23 27:92:155", 23.03
5960, "2016/1/4 21:0:42", 23.20
5970, "2016/1/4 21:12:5", 23.20
5980, "2016/1/4 21:255:255", nan
5990, "2016/1/4 21:34:50", 23.20
6000, "2016/1/4 21:46:13", 23.20
6010, "2016/1/4 21:57:36", 23.28
6020, "2016/1/4 22:8:58", 23.31
6030, "2016/1/4 22:20:21", 23.31
6040, "2016/1/4 22:31:44", nan
6050, "2016/1/4 22:43:7", 23.31
6060, "2016/1/4 22:54:29", 23.31
6070, "2016/1/4 23:5:52", 23.31
6080, "2004/23/51 23:92:155", 23.28
6090, "2016/1/4 23:28:38", 23.31
6100, "2016/1/4 23:40:0", 23.28
6110, "2016/1/255 255:255:255", nan
6120, "2016/1/5 0:2:46", 23.20
6130, "2016/1/5 0:14:8", 23.20
6140, "2016/1/5 0:92:155", 23.16
6150, "2016/1/5 0:36:54", 23.20
6160, "2016/1/5 0:48:17", 23.20
6170, "2016/1/5 0:59:39", nan
6180, "2016/1/5 1:11:2", 23.20
6190, "2016/1/5 1:22:25", 23.20
6200, "2016/1/5 1:33:47", 23.20
6210, "2016/1/5 1:45:10", 23.09
6220, "2016/1/5 1:56:33", 23.09
6230, "2016/1/5 2:7:55", 23.09
6240, "2016/1/5 2:19:18", 23.09
6250, "2016/1/5 2:30:41", 23.09
6260, "2016/1/5 2:42:3", 23.09
6270, "2016/1/27 34:97:191", 23.03
6280, "2016/1/5 3:4:49", 23.08
6290, "2016/1/5 3:16:11", 23.09
6300, "2016/1/5 3:255:255", nan
6310, "2016/1/5 3:38:57", 23.09
6320, "2016/1/5 3:50:19", 23.09
6330, "2016/1/5 4:1:42", 23.16
6340, "2016/1/5 4:13:5", 23.20
6350, "2016/1/5 4:24:27", 23.20
6360, "2016/1/5 4:35:50", nan
6370, "2016/1/5 4:47:13", 23.09
6380, "2016/1/5 4:58:35", 23.09
6390, "2016/1/5 5:9:58", 23.09
6400, "2005/5/55 28:119:79", 22.91
6410, "2016/1/5 5:32:43", 22.77
6420, "2016/1/5 5:44:6", 22.72
6430, "2016/1/255 255:255:255", nan
6440, "2016/1/5 6:6:51", 22.66
6450, "2016/1/5 6:18:13", 22.66
6460, "2016/1/5 6:124:137", 22.53
6470, "2016/1/5 6:40:58", 22.56
